ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Price Prediction
1984,1.08,Very Good,I,SI1,EX,EX,GIA," $4,790 ",
1985,0.77,Very Good,G,SI1,VG,VG,GIA," $2,915 ",
1986,1.48,Good,G,IF,G,G,GIA," $15,164 ",
1987,2.01,Ideal,H,VS1,VG,G,GIA," $21,204 ",
1988,0.8,Very Good,F,SI1,VG,VG,GIA," $3,532 ",
1989,2.26,Good,G,VS2,VG,VG,GIA," $26,847 ",
1990,1.0,Very Good,F,SI1,EX,G,GIA," $4,908 ",
1991,1.09,Signature-Ideal,I,VS1,EX,EX,GIA," $6,225 ",
1992,0.91,Good,F,SI1,EX,VG,GIA," $3,893 ",
1993,2.13,Ideal,G,VVS2,EX,EX,GIA," $31,390 ",
1994,1.12,Good,G,SI1,EX,VG,GIA," $5,640 ",
1995,1.01,Good,G,SI1,VG,G,GIA," $4,805 ",
1996,2.01,Good,I,VS2,EX,EX,AGSL," $15,290 ",
1997,2.41,Ideal,I,SI1,EX,EX,GIA," $19,515 ",
1998,1.04,Very Good,D,IF,G,G,GIA," $14,206 ",
1999,0.91,Ideal,D,SI1,ID,ID,AGSL," $5,142 ",
2000,2.28,Very Good,F,VS1,VG,VG,GIA," $37,274 ",
2001,1.01,Very Good,F,IF,EX,G,GIA," $9,873 ",
2002,2.0,Good,F,SI1,EX,EX,GIA," $18,069 ",
2003,1.51,Very Good,I,VS2,VG,VG,GIA," $9,058 ",
2004,1.33,Good,G,VS1,VG,G,GIA," $10,096 ",
2005,0.78,Ideal,D,VS2,EX,VG,GIA," $3,736 ",
2006,0.78,Very Good,E,SI1,EX,EX,GIA," $2,565 ",
2007,1.01,Good,E,VS2,VG,G,GIA," $5,829 ",
2008,1.38,Ideal,H,SI1,VG,VG,GIA," $7,930 ",
2009,1.01,Very Good,G,VVS2,VG,EX,GIA," $8,538 ",
2010,0.81,Good,H,SI1,VG,VG,GIA," $2,534 ",
2011,1.11,Signature-Ideal,G,VVS2,EX,EX,GIA," $10,266 ",
2012,1.01,Very Good,F,SI1,VG,VG,GIA," $5,174 ",
2013,1.05,Ideal,H,SI1,VG,VG,GIA," $5,095 ",
2014,2.01,Ideal,H,VS2,EX,EX,GIA," $21,254 ",
2015,1.01,Very Good,F,VVS2,VG,EX,GIA," $7,583 ",
2016,2.02,Ideal,I,VS1,EX,EX,GIA," $18,324 ",
2017,0.9,Very Good,D,SI1,EX,G,GIA," $4,405 ",
2018,1.6,Ideal,I,VS1,EX,EX,GIA," $11,890 ",
2019,2.0,Ideal,D,VS1,VG,VG,GIA," $34,689 ",
2020,1.13,Ideal,D,VVS1,VG,EX,GIA," $13,335 ",
2021,2.33,Very Good,I,SI1,VG,VG,GIA," $18,119 ",
2022,1.04,Very Good,F,SI1,VG,G,AGSL," $5,490 ",
2023,1.03,Ideal,E,VS1,ID,ID,AGSL," $8,385 ",
2024,1.2,Ideal,G,VVS2,EX,EX,GIA," $10,812 ",
2025,1.2,Very Good,I,SI1,VG,VG,GIA," $5,816 ",
2026,2.28,Ideal,H,VVS1,EX,EX,GIA," $25,530 ",
2027,1.09,Ideal,F,VVS2,VG,VG,GIA," $9,558 ",
2028,1.07,Ideal,G,VVS2,ID,ID,AGSL," $8,145 ",
2029,2.2,Very Good,G,VS1,EX,VG,GIA," $32,526 ",
2030,2.02,Very Good,F,VS2,EX,VG,GIA," $25,815 ",
2031,2.01,Very Good,F,VS2,EX,EX,GIA," $28,424 ",
2032,1.0,Good,E,SI1,VG,G,GIA," $4,916 ",
2033,1.24,Ideal,G,VVS1,EX,VG,GIA," $10,724 ",
2034,1.3,Very Good,I,VS1,EX,VG,GIA," $6,819 ",
2035,2.02,Very Good,I,VS2,EX,VG,GIA," $16,179 ",
2036,1.31,Ideal,G,VVS1,EX,EX,GIA," $13,406 ",
2037,2.02,Very Good,G,VS1,VG,EX,GIA," $25,190 ",
2038,1.24,Very Good,G,VS2,G,G,GIA," $8,064 ",
2039,0.75,Signature-Ideal,G,SI1,ID,ID,AGSL," $3,171 ",
2040,1.06,Ideal,E,SI1,EX,EX,GIA," $5,798 ",
2041,1.56,Ideal,E,VS2,EX,EX,GIA," $14,112 ",
2042,1.64,Very Good,I,SI1,G,G,GIA," $9,144 ",
2043,1.74,Very Good,G,VS2,VG,VG,GIA," $15,626 ",
2044,2.15,Ideal,G,VVS2,ID,ID,AGSL," $32,374 ",
2045,2.04,Very Good,G,SI1,VG,EX,GIA," $19,367 ",
2046,0.9,Ideal,H,VS2,VG,VG,GIA," $4,403 ",
2047,2.51,Ideal,H,SI1,VG,EX,GIA," $25,113 ",
2048,1.57,Ideal,G,SI1,VG,VG,GIA," $10,621 ",
2049,1.0,Fair,E,SI1,VG,G,GIA," $4,771 ",
2050,2.05,Ideal,G,VS2,EX,EX,GIA," $25,544 ",
2051,1.51,Very Good,D,SI1,VG,EX,GIA," $12,106 ",
2052,0.92,Very Good,G,VVS2,VG,G,GIA," $5,183 ",
2053,1.19,Signature-Ideal,D,SI1,EX,EX,GIA," $9,066 ",
2054,1.03,Ideal,E,VVS2,EX,EX,GIA," $10,003 ",
2055,0.91,Very Good,F,SI1,EX,VG,GIA," $3,991 ",
2056,2.03,Ideal,E,VS2,EX,EX,GIA," $30,170 ",
2057,1.5,Very Good,G,VS2,EX,VG,GIA," $11,392 ",
2058,1.51,Ideal,I,VVS2,EX,EX,GIA," $10,821 ",
2059,0.9,Very Good,D,SI1,G,VG,GIA," $4,518 ",
2060,0.92,Signature-Ideal,I,SI1,EX,EX,GIA," $4,488 ",
2061,1.29,Very Good,G,VS1,G,VG,GIA," $9,105 ",
2062,1.19,Very Good,G,SI1,EX,VG,GIA," $6,127 ",
2063,2.13,Very Good,I,SI1,EX,EX,AGSL," $15,965 ",
2064,1.52,Ideal,G,VS2,ID,ID,AGSL," $13,809 ",
2065,0.9,Good,E,SI1,VG,VG,GIA," $3,997 ",
2066,1.01,Ideal,F,SI1,EX,EX,GIA," $5,932 ",
2067,1.75,Ideal,I,VS2,ID,ID,AGSL," $12,531 ",
2068,1.2,Very Good,G,SI1,EX,EX,GIA," $7,372 ",
2069,1.05,Ideal,G,VVS2,VG,VG,GIA," $8,083 ",
2070,2.05,Good,F,IF,G,G,GIA," $41,217 ",
2071,1.02,Very Good,I,VS2,EX,EX,AGSL," $4,623 ",
2072,2.08,Ideal,H,SI1,VG,VG,GIA," $17,469 ",
2073,0.76,Ideal,D,VS2,VG,EX,GIA," $3,401 ",
2074,1.13,Ideal,G,VVS1,VG,VG,GIA," $10,017 ",
2075,2.28,Ideal,G,VVS2,VG,VG,GIA," $33,839 ",
2076,2.01,Ideal,I,VVS2,EX,EX,GIA," $22,989 ",
2077,1.31,Good,H,SI1,VG,VG,GIA," $6,793 ",
2078,1.14,Ideal,D,IF,EX,EX,GIA," $20,452 ",
2079,2.15,Very Good,H,VVS2,EX,EX,GIA," $26,580 ",
2080,1.0,Fair,E,SI1,G,G,GIA," $5,212 ",
2081,0.91,Ideal,I,VS1,EX,EX,GIA," $3,954 ",
2082,2.26,Very Good,I,SI1,VG,EX,GIA," $17,845 ",
2083,0.9,Good,E,SI1,G,G,GIA," $3,933 ",
2084,1.16,Very Good,I,SI1,VG,VG,GIA," $4,586 ",
2085,0.91,Very Good,F,SI1,VG,G,GIA," $4,437 ",
2086,1.56,Ideal,H,SI1,VG,VG,GIA," $10,642 ",
2087,2.33,Ideal,G,SI1,VG,VG,GIA," $24,894 ",
2088,1.51,Very Good,F,VS2,VG,VG,GIA," $13,080 ",
2089,1.0,Good,D,SI1,VG,VG,GIA," $5,727 ",
2090,0.75,Ideal,E,VS1,VG,VG,GIA," $3,535 ",
2091,2.07,Ideal,H,SI1,VG,VG,GIA," $18,311 ",
2092,1.12,Signature-Ideal,H,VS1,ID,ID,AGSL," $7,788 ",
2093,2.08,Very Good,H,VS2,EX,VG,GIA," $20,265 ",
2094,2.12,Ideal,I,SI1,EX,EX,GIA," $15,364 ",
2095,1.31,Signature-Ideal,G,VVS2,ID,ID,AGSL," $13,168 ",
2096,1.01,Very Good,H,VS2,EX,VG,AGSL," $5,319 ",
2097,1.26,Ideal,I,VVS1,EX,VG,GIA," $7,578 ",
2098,1.7,Ideal,H,VS2,EX,EX,GIA," $13,848 ",
2099,0.9,Good,E,VS2,VG,VG,GIA," $4,182 ",
2100,1.3,Very Good,F,VS2,VG,VG,GIA," $10,298 ",
2101,1.51,Good,H,SI1,EX,EX,GIA," $10,277 ",
2102,0.82,Very Good,G,SI1,G,VG,GIA," $3,032 ",
2103,1.06,Ideal,F,VS2,ID,ID,AGSL," $7,618 ",
2104,0.92,Very Good,H,VS1,EX,VG,GIA," $4,188 ",
2105,1.06,Ideal,H,VS2,VG,VG,GIA," $5,576 ",
2106,1.31,Very Good,I,SI1,VG,G,GIA," $6,686 ",
2107,1.21,Ideal,H,VVS1,ID,ID,AGSL," $8,286 ",
2108,1.01,Good,F,VS2,EX,VG,GIA," $6,288 ",
2109,1.0,Good,E,VS2,VG,VG,GIA," $6,315 ",
2110,2.07,Ideal,I,VS2,EX,EX,GIA," $17,045 ",
2111,2.23,Very Good,F,SI1,VG,VG,GIA," $23,837 ",
2112,0.91,Very Good,G,SI1,G,VG,GIA," $3,959 ",
2113,2.54,Very Good,F,VVS2,G,VG,GIA," $50,787 ",
2114,2.29,Very Good,I,VS2,EX,EX,GIA," $20,914 ",
2115,2.11,Very Good,I,VS2,VG,VG,GIA," $16,026 ",
2116,0.96,Good,G,SI1,VG,VG,GIA," $4,234 ",
2117,1.5,Good,E,VVS2,G,G,GIA," $18,034 ",
2118,1.01,Ideal,D,SI1,VG,EX,GIA," $5,812 ",
2119,1.13,Very Good,F,SI1,EX,EX,GIA," $5,017 ",
2120,0.92,Very Good,E,SI1,G,VG,GIA," $4,232 ",
2121,2.17,Ideal,G,SI1,VG,EX,GIA," $20,823 ",
2122,0.91,Ideal,F,SI1,VG,EX,GIA," $4,267 ",
2123,0.9,Very Good,E,VVS2,G,VG,GIA," $5,987 ",
2124,1.0,Very Good,E,SI1,G,G,GIA," $5,413 ",
2125,1.01,Very Good,D,SI1,EX,EX,GIA," $6,630 ",
2126,2.13,Ideal,G,VS1,ID,ID,AGSL," $29,221 ",
2127,1.0,Very Good,E,VS2,VG,G,GIA," $6,315 ",
2128,1.25,Ideal,I,SI1,EX,EX,GIA," $5,821 ",
2129,1.03,Very Good,H,VS2,VG,VG,GIA," $5,422 ",
2130,1.51,Very Good,I,SI1,VG,VG,GIA," $8,813 ",
2131,0.9,Very Good,G,SI1,EX,VG,GIA," $3,752 ",
2132,2.0,Very Good,F,SI1,G,VG,GIA," $19,647 ",
2133,1.07,Very Good,G,VS1,EX,EX,GIA," $7,168 ",
2134,1.04,Very Good,I,SI1,VG,G,GIA," $4,175 ",
2135,0.9,Very Good,G,VS2,G,G,GIA," $4,369 ",
2136,1.06,Very Good,I,SI1,VG,EX,GIA," $4,507 ",
2137,2.0,Good,H,SI1,VG,VG,GIA," $17,033 ",
2138,1.05,Ideal,I,SI1,VG,VG,GIA," $4,494 ",
2139,0.87,Very Good,F,VVS2,G,VG,GIA," $4,528 ",
2140,1.24,Ideal,E,VVS1,EX,VG,GIA," $14,102 ",
2141,1.06,Ideal,I,VS2,VG,VG,GIA," $5,013 ",
2142,1.03,Ideal,F,IF,VG,VG,GIA," $10,615 ",
2143,2.49,Very Good,G,VS1,VG,VG,GIA," $36,028 ",
2144,1.5,Very Good,I,SI1,EX,VG,GIA," $8,127 ",
2145,2.1,Ideal,F,SI1,VG,VG,GIA," $19,802 ",
2146,1.05,Ideal,F,VVS2,ID,ID,AGSL," $9,908 ",
2147,2.05,Ideal,G,VS1,EX,EX,GIA," $27,816 ",
2148,1.58,Ideal,H,VVS1,VG,VG,GIA," $14,569 ",
2149,1.06,Good,E,SI1,VG,EX,GIA," $5,924 ",
2150,1.0,Very Good,F,SI1,EX,VG,GIA," $5,804 ",
2151,1.0,Good,F,VS1,VG,G,GIA," $6,348 ",
2152,0.91,Very Good,H,VS2,G,G,GIA," $4,193 ",
2153,2.01,Very Good,E,SI1,G,VG,GIA," $20,399 ",
2154,0.82,Ideal,E,SI1,VG,VG,GIA," $3,588 ",
2155,1.3,Very Good,F,VS1,VG,VG,GIA," $10,810 ",
2156,1.76,Ideal,E,VS1,ID,ID,AGSL," $19,593 ",
2157,1.15,Very Good,G,SI1,VG,VG,GIA," $5,538 ",
2158,1.0,Very Good,H,VS1,VG,G,GIA," $5,625 ",
2159,1.07,Ideal,G,VVS2,EX,EX,GIA," $9,169 ",
2160,1.13,Signature-Ideal,I,VS1,ID,ID,AGSL," $6,980 ",
2161,0.9,Fair,I,VS1,VG,VG,GIA," $3,526 ",
2162,0.9,Very Good,E,SI1,EX,VG,GIA," $5,387 ",
2163,2.28,Very Good,H,VS2,EX,EX,GIA," $22,808 ",
2164,0.94,Ideal,F,VS2,EX,EX,GIA," $7,120 ",
2165,1.0,Good,D,SI1,G,G,GIA," $5,328 ",
2166,0.91,Ideal,D,VS2,EX,EX,GIA," $6,444 ",
2167,2.18,Ideal,G,VVS1,EX,EX,AGSL," $34,895 ",
2168,1.02,Ideal,G,SI1,VG,VG,GIA," $4,988 ",
2169,1.63,Very Good,G,VS2,VG,VG,GIA," $13,441 ",
2170,1.01,Very Good,F,VVS2,VG,VG,GIA," $9,096 ",
2171,1.01,Very Good,F,SI1,VG,VG,GIA," $5,436 ",
2172,0.83,Very Good,E,VS1,VG,VG,GIA," $4,519 ",
2173,0.9,Ideal,I,VS2,VG,VG,GIA," $3,629 ",
2174,1.21,Signature-Ideal,I,SI1,ID,ID,AGSL," $6,688 ",
2175,1.54,Very Good,G,VS1,VG,G,GIA," $13,284 ",
2176,1.01,Very Good,D,VS2,G,G,GIA," $6,563 ",
2177,1.52,Very Good,H,VS1,VG,G,GIA," $10,497 ",
2178,2.08,Ideal,D,VS2,EX,EX,GIA," $31,542 ",
2179,1.5,Very Good,G,VS2,VG,VG,GIA," $13,528 ",
2180,1.02,Fair,E,SI1,VG,G,GIA," $5,681 ",
2181,1.5,Very Good,D,VS2,EX,VG,GIA," $13,372 ",
2182,1.1,Ideal,H,VS2,VG,VG,GIA," $6,387 ",
2183,2.02,Very Good,H,VS2,G,VG,GIA," $20,444 ",
2184,1.55,Ideal,F,VS1,EX,EX,GIA," $17,317 ",
2185,1.35,Ideal,G,VVS2,EX,EX,GIA," $13,230 ",
2186,1.26,Ideal,G,VS2,ID,ID,AGSL," $9,605 ",
2187,1.08,Ideal,G,SI1,VG,VG,GIA," $5,462 ",
2188,1.53,Very Good,E,VS1,VG,G,GIA," $14,931 ",
2189,0.8,Ideal,E,VVS2,EX,EX,GIA," $4,747 ",
2190,1.28,Ideal,G,VS2,VG,EX,GIA," $9,488 ",
2191,1.28,Ideal,G,IF,EX,VG,GIA," $11,372 ",
2192,2.03,Very Good,G,SI1,VG,VG,GIA," $19,926 ",
2193,1.26,Signature-Ideal,F,VVS1,EX,EX,GIA," $15,247 ",
2194,1.43,Ideal,H,VVS2,ID,ID,AGSL," $10,676 ",
2195,0.93,Ideal,E,SI1,VG,G,GIA," $4,374 ",
2196,1.06,Very Good,E,IF,VG,G,GIA," $12,642 ",
2197,2.73,Very Good,G,VVS2,VG,VG,GIA," $43,163 ",
2198,1.1,Ideal,G,VVS2,EX,EX,GIA," $9,856 ",
2199,1.32,Very Good,H,SI1,VG,G,GIA," $7,270 ",
2200,1.3,Fair,E,SI1,G,VG,AGSL," $8,040 ",
2201,1.03,Ideal,G,VS2,VG,EX,GIA," $7,068 ",
2202,2.01,Very Good,G,VS2,VG,EX,GIA," $23,015 ",
2203,2.16,Ideal,I,SI1,EX,EX,GIA," $18,029 ",
2204,2.3,Ideal,D,VVS2,VG,EX,GIA," $54,845 ",
2205,1.01,Good,F,SI1,VG,VG,GIA," $4,866 ",
2206,1.11,Very Good,G,VVS1,VG,VG,GIA," $9,117 ",
2207,1.03,Ideal,E,SI1,EX,VG,GIA," $5,721 ",
2208,2.04,Ideal,H,VS2,EX,EX,GIA," $21,094 ",
2209,2.03,Ideal,H,VS1,EX,EX,GIA," $21,170 ",
2210,1.21,Signature-Ideal,G,VS1,ID,ID,AGSL," $10,685 ",
2211,1.03,Signature-Ideal,E,VVS2,EX,EX,GIA," $11,611 ",
2212,0.75,Very Good,F,SI1,VG,EX,GIA," $2,693 ",
2213,0.9,Good,I,VVS2,VG,VG,GIA," $3,718 ",
2214,1.1,Ideal,G,VVS2,EX,EX,GIA," $8,832 ",
2215,0.9,Very Good,H,VS2,VG,VG,GIA," $3,890 ",
2216,1.51,Very Good,G,SI1,EX,EX,GIA," $10,576 ",
2217,2.02,Very Good,E,VS1,VG,VG,GIA," $31,251 ",
2218,1.02,Ideal,I,SI1,VG,VG,GIA," $4,229 ",
2219,0.77,Ideal,G,VS2,EX,EX,GIA," $3,544 ",
2220,2.6,Very Good,I,VS2,EX,VG,GIA," $24,230 ",
2221,1.03,Ideal,G,VVS2,VG,EX,GIA," $7,894 ",
2222,2.1,Ideal,G,VS2,EX,EX,AGSL," $25,488 ",
2223,0.9,Ideal,H,SI1,ID,ID,AGSL," $4,198 ",
2224,2.15,Very Good,F,SI1,G,VG,GIA," $22,570 ",
2225,1.23,Ideal,G,VVS1,ID,ID,AGSL," $10,572 ",
2226,1.01,Good,F,VVS2,VG,VG,GIA," $7,915 ",
2227,1.14,Very Good,F,SI1,VG,G,GIA," $5,819 ",
2228,2.05,Ideal,G,SI1,EX,EX,GIA," $20,668 ",
2229,1.54,Very Good,G,VVS2,EX,EX,GIA," $15,225 ",
2230,0.9,Very Good,H,VS2,VG,VG,GIA," $4,178 ",
2231,1.02,Good,I,SI1,EX,VG,GIA," $4,105 ",
2232,1.04,Ideal,H,VS2,EX,VG,GIA," $5,654 ",
2233,1.0,Very Good,G,SI1,VG,VG,GIA," $4,991 ",
2234,1.34,Ideal,E,VVS2,EX,EX,GIA," $14,593 ",
2235,1.01,Very Good,E,VS2,VG,VG,GIA," $7,188 ",
2236,1.04,Ideal,F,VVS2,VG,EX,GIA," $9,351 ",
2237,1.0,Very Good,F,SI1,EX,VG,GIA," $4,826 ",
2238,2.13,Ideal,H,SI1,ID,ID,AGSL," $20,041 ",
2239,2.08,Good,G,VS1,EX,VG,GIA," $25,938 ",
2240,0.79,Good,F,SI1,VG,G,GIA," $2,800 ",
2241,1.0,Good,E,VS1,VG,G,GIA," $7,131 ",
2242,0.77,Ideal,H,SI1,EX,EX,GIA," $2,781 ",
2243,0.91,Very Good,G,VS2,G,VG,GIA," $4,392 ",
2244,2.01,Very Good,E,VS1,VG,VG,GIA," $32,783 ",
2245,1.1,Very Good,H,VS1,G,G,GIA," $6,091 ",
2246,1.72,Ideal,G,VVS2,EX,EX,GIA," $19,693 ",
2247,2.08,Very Good,G,VS2,EX,EX,AGSL," $24,345 ",
2248,1.06,Very Good,G,VS2,VG,VG,GIA," $7,094 ",
2249,1.03,Very Good,D,VVS2,VG,VG,GIA," $10,988 ",
2250,1.51,Very Good,F,VS1,VG,VG,GIA," $14,976 ",
2251,1.22,Very Good,I,VS1,G,EX,GIA," $5,966 ",
2252,1.7,Fair,H,VS2,VG,EX,GIA," $11,038 ",
2253,1.04,Ideal,E,SI1,EX,EX,GIA," $6,035 ",
2254,0.78,Very Good,F,SI1,VG,VG,GIA," $3,045 ",
2255,0.77,Signature-Ideal,I,SI1,EX,EX,GIA," $2,946 ",
2256,1.01,Very Good,F,VS2,EX,EX,GIA," $6,649 ",
2257,1.0,Very Good,D,VVS2,EX,VG,GIA," $10,477 ",
2258,0.86,Very Good,E,VS2,EX,EX,GIA," $4,665 ",
2259,2.5,Very Good,G,VVS2,EX,VG,GIA," $34,943 ",
2260,1.0,Good,D,VVS2,G,G,GIA," $8,374 ",
2261,0.82,Very Good,G,IF,ID,EX,AGSL," $4,844 ",
2262,2.19,Very Good,E,VS2,EX,VG,GIA," $31,796 ",
2263,2.01,Very Good,I,VS2,VG,VG,GIA," $17,570 ",
2264,0.91,Signature-Ideal,D,VVS2,ID,ID,AGSL," $9,182 ",
2265,2.39,Ideal,G,IF,EX,EX,GIA," $38,072 ",
2266,1.01,Good,G,SI1,EX,EX,GIA," $5,277 ",
2267,1.0,Very Good,G,VS2,G,G,GIA," $6,094 ",
2268,0.91,Very Good,E,SI1,VG,G,GIA," $4,250 ",
2269,1.12,Good,H,SI1,VG,G,GIA," $5,138 ",
2270,1.32,Ideal,G,VVS1,EX,EX,GIA," $12,046 ",
2271,1.51,Very Good,I,SI1,VG,VG,GIA," $7,996 ",
2272,2.28,Ideal,I,VVS2,EX,VG,GIA," $25,098 ",
2273,1.28,Ideal,E,VVS1,EX,EX,GIA," $16,269 ",
2274,1.26,Very Good,G,VS2,VG,VG,GIA," $8,040 ",
2275,1.06,Ideal,G,IF,ID,ID,AGSL," $9,302 ",
2276,2.0,Good,H,SI1,G,G,GIA," $17,447 ",
2277,1.06,Ideal,H,SI1,VG,VG,GIA," $5,020 ",
2278,1.5,Ideal,I,SI1,VG,G,GIA," $8,291 ",
2279,0.86,Very Good,G,SI1,VG,VG,GIA," $3,371 ",
2280,1.04,Very Good,D,VVS2,EX,VG,GIA," $11,087 ",
2281,0.9,Good,G,VVS2,EX,VG,GIA," $4,360 ",
2282,1.01,Good,E,VS1,G,G,GIA," $6,509 ",
2283,1.27,Ideal,H,VS2,ID,ID,AGSL," $7,937 ",
2284,1.11,Ideal,G,IF,EX,EX,GIA," $10,053 ",
2285,1.5,Fair,I,SI1,VG,VG,GIA," $7,912 ",
2286,2.05,Ideal,H,VS1,VG,VG,GIA," $22,062 ",
2287,2.02,Ideal,G,VS1,VG,G,GIA," $26,306 ",
2288,2.03,Ideal,G,VVS1,EX,EX,GIA," $34,706 ",
2289,1.28,Ideal,G,VVS1,ID,ID,AGSL," $11,164 ",
2290,0.92,Ideal,F,SI1,VG,EX,GIA," $4,140 ",
2291,2.17,Very Good,I,VVS1,EX,VG,GIA," $23,776 ",
2292,1.01,Good,E,SI1,EX,VG,GIA," $5,411 ",
2293,1.5,Good,H,VS1,EX,EX,GIA," $11,693 ",
2294,1.21,Ideal,I,VS1,EX,EX,GIA," $6,691 ",
2295,1.78,Signature-Ideal,D,VVS1,ID,ID,AGSL," $35,955 ",
2296,2.02,Good,E,SI1,EX,VG,GIA," $20,256 ",
2297,0.9,Very Good,D,VS2,VG,VG,GIA," $4,804 ",
2298,2.16,Very Good,G,IF,EX,EX,GIA," $37,130 ",
2299,1.01,Good,F,SI1,EX,EX,GIA," $5,309 ",
2300,0.9,Ideal,H,VS1,VG,VG,GIA," $4,689 ",
2301,1.24,Ideal,G,IF,EX,EX,GIA," $11,376 ",
2302,1.0,Good,E,VS2,VG,G,GIA," $6,457 ",
2303,2.02,Very Good,G,VS2,VG,VG,GIA," $25,725 ",
2304,1.13,Ideal,G,VS2,ID,ID,AGSL," $7,147 ",
2305,1.0,Good,E,SI1,EX,G,GIA," $5,037 ",
2306,0.8,Ideal,G,VVS2,ID,ID,AGSL," $4,146 ",
2307,1.86,Ideal,E,VS1,EX,EX,GIA," $27,839 ",
2308,1.01,Ideal,G,VS1,EX,EX,GIA," $7,178 ",
2309,0.94,Ideal,E,SI1,EX,VG,GIA," $5,056 ",
2310,1.16,Ideal,I,VS2,EX,EX,GIA," $5,587 ",
2311,1.6,Ideal,F,SI1,ID,ID,AGSL," $12,942 ",
2312,1.04,Very Good,G,VS2,EX,G,GIA," $5,964 ",
2313,1.61,Ideal,F,SI1,EX,EX,GIA," $12,085 ",
2314,1.13,Ideal,I,VS2,ID,ID,AGSL," $5,408 ",
2315,0.9,Very Good,H,SI1,VG,G,GIA," $3,595 ",
2316,0.9,Very Good,H,VS1,EX,VG,GIA," $4,201 ",
2317,1.16,Ideal,E,SI1,EX,EX,GIA," $7,059 ",
2318,1.29,Ideal,H,VS1,ID,ID,AGSL," $8,887 ",
2319,2.28,Ideal,I,VVS2,EX,EX,GIA," $23,837 ",
2320,2.03,Very Good,I,VS2,EX,VG,GIA," $16,422 ",
2321,1.22,Very Good,F,SI1,VG,VG,GIA," $7,372 ",
2322,2.51,Very Good,I,VVS2,EX,G,GIA," $28,847 ",
2323,2.09,Ideal,H,VVS2,VG,VG,GIA," $24,699 ",
2324,2.18,Ideal,G,VS1,EX,EX,GIA," $29,641 ",
2325,0.91,Very Good,D,VS2,VG,VG,GIA," $5,200 ",
2326,1.01,Ideal,D,VS2,EX,EX,GIA," $8,119 ",
2327,1.07,Ideal,G,VS1,EX,EX,GIA," $7,210 ",
2328,2.0,Good,D,VS1,G,G,GIA," $30,014 ",
2329,0.93,Ideal,E,SI1,G,G,GIA," $4,179 ",
2330,1.01,Very Good,F,VS1,G,VG,GIA," $6,825 ",
2331,2.07,Ideal,D,VVS2,VG,VG,GIA," $44,869 ",
2332,1.58,Very Good,F,VS2,EX,VG,GIA," $14,084 ",
2333,1.51,Ideal,D,VVS2,ID,ID,AGSL," $23,003 ",
2334,2.0,Fair,G,VS2,EX,G,GIA," $23,203 ",
2335,0.93,Ideal,H,SI1,ID,ID,AGSL," $4,317 ",
2336,2.01,Very Good,H,VS1,VG,VG,GIA," $20,492 ",
2337,1.59,Very Good,G,VVS2,EX,EX,GIA," $16,327 ",
2338,0.9,Very Good,E,VS2,EX,G,GIA," $4,925 ",
2339,1.02,Very Good,E,SI1,VG,VG,GIA," $5,245 ",
2340,0.9,Very Good,F,SI1,VG,EX,GIA," $4,004 ",
2341,1.26,Very Good,H,SI1,EX,EX,GIA," $7,477 ",
2342,0.9,Good,D,VS2,EX,EX,GIA," $4,682 ",
2343,1.21,Ideal,E,VS2,ID,ID,AGSL," $10,556 ",
2344,1.85,Very Good,G,VS2,G,G,GIA," $17,479 ",
2345,2.02,Very Good,H,VS2,G,G,GIA," $19,184 ",
2346,1.55,Very Good,E,SI1,EX,EX,GIA," $10,851 ",
2347,2.09,Ideal,F,VS1,VG,VG,GIA," $34,245 ",
2348,1.03,Very Good,G,VS2,VG,VG,GIA," $6,673 ",
2349,0.8,Very Good,G,VS2,G,G,GIA," $3,411 ",
2350,1.12,Ideal,D,SI1,EX,EX,GIA," $7,145 ",
2351,0.9,Very Good,H,VS1,EX,G,GIA," $4,685 ",
2352,0.9,Fair,H,VS2,VG,G,GIA," $3,683 ",
2353,1.11,Very Good,G,SI1,VG,VG,GIA," $5,367 ",
2354,0.9,Good,D,VVS2,VG,VG,GIA," $5,476 ",
2355,1.5,Very Good,I,VS1,VG,VG,GIA," $9,759 ",
2356,2.02,Ideal,I,SI1,VG,VG,GIA," $15,942 ",
2357,1.0,Good,G,SI1,G,G,GIA," $4,859 ",
2358,0.76,Very Good,F,VS2,G,G,AGSL," $2,873 ",
2359,0.85,Signature-Ideal,E,SI1,EX,EX,GIA," $4,363 ",
2360,1.21,Ideal,G,VS1,EX,EX,GIA," $9,323 ",
2361,2.47,Ideal,E,VS1,VG,EX,GIA," $48,030 ",
2362,1.28,Signature-Ideal,D,SI1,ID,ID,AGSL," $10,598 ",
2363,0.9,Very Good,F,SI1,EX,EX,GIA," $3,950 ",
2364,0.79,Ideal,I,SI1,VG,EX,GIA," $2,539 ",
2365,2.01,Ideal,G,SI1,VG,VG,GIA," $18,566 ",
2366,0.9,Good,H,SI1,EX,G,GIA," $3,388 ",
2367,0.8,Very Good,E,VS2,VG,G,GIA," $3,839 ",
2368,2.34,Ideal,E,SI1,ID,ID,AGSL," $25,134 ",
2369,0.9,Very Good,F,SI1,VG,VG,GIA," $4,009 ",
2370,1.5,Very Good,E,VS2,VG,VG,GIA," $14,061 ",
2371,2.03,Ideal,G,VS1,VG,EX,GIA," $27,632 ",
